   0.0000000e+00	   6.7123892e+02	   2.8869691e+02	   9.6933911e-01	
   9.0000000e+02	   6.8796249e+02	   2.7251947e+02	   9.7882842e-01	
   1.8000000e+03	   7.0033627e+02	   2.6221383e+02	   9.8973150e-01	
   2.7000000e+03	   7.1011379e+02	   2.5893906e+02	   1.0007735e+00	
   3.6000000e+03	   7.2003853e+02	   2.6110151e+02	   1.0114404e+00	
   4.5000000e+03	   7.3218102e+02	   2.6477535e+02	   1.0235110e+00	
   5.4000000e+03	   7.4449275e+02	   2.6714355e+02	   1.0344899e+00	
   6.3000000e+03	   7.5432125e+02	   2.6775184e+02	   1.0373647e+00	
   7.2000000e+03	   7.6281804e+02	   2.7005483e+02	   1.0309367e+00	
   8.1000000e+03	   7.7255838e+02	   2.7831217e+02	   1.0221566e+00	
   9.0000000e+03	   7.8246381e+02	   2.9048888e+02	   1.0200880e+00	
   9.9000000e+03	   7.9083903e+02	   3.0112622e+02	   1.0288292e+00	
   1.0800000e+04	   7.9928422e+02	   3.0888200e+02	   1.0445083e+00	
   1.1700000e+04	   8.0759315e+02	   3.1530821e+02	   1.0585903e+00	
   1.2600000e+04	   8.1033343e+02	   3.1931645e+02	   1.0645575e+00	
   1.3500000e+04	   8.0635120e+02	   3.1839627e+02	   1.0626229e+00	
   1.4400000e+04	   8.0346396e+02	   3.1565663e+02	   1.0579478e+00	
   1.5300000e+04	   8.0670263e+02	   3.1628055e+02	   1.0534996e+00	
   1.6200000e+04	   8.1704263e+02	   3.1848771e+02	   1.0499050e+00	
   1.7100000e+04	   8.3405268e+02	   3.1803833e+02	   1.0518588e+00	
   1.8000000e+04	   8.5231560e+02	   3.1487786e+02	   1.0642257e+00	
   1.8900000e+04	   8.6558660e+02	   3.0953511e+02	   1.0866292e+00	
   1.9800000e+04	   8.7116635e+02	   3.0073542e+02	   1.1158447e+00	
   2.0700000e+04	   8.7178902e+02	   2.8675124e+02	   1.1455758e+00	
   2.1600000e+04	   8.7480110e+02	   2.6756232e+02	   1.1667215e+00	
   2.2500000e+04	   8.8727641e+02	   2.4751793e+02	   1.1749850e+00	
   2.3400000e+04	   9.1279072e+02	   2.3036790e+02	   1.1722758e+00	
   2.4300000e+04	   9.4810533e+02	   2.1488886e+02	   1.1687625e+00	
   2.5200000e+04	   9.8520884e+02	   2.0083434e+02	   1.1773745e+00	
   2.6100000e+04	   1.0183678e+03	   1.9433149e+02	   1.1951982e+00	
   2.7000000e+04	   1.0444571e+03	   1.9610526e+02	   1.2063662e+00	
   2.7900000e+04	   1.0659549e+03	   2.0256427e+02	   1.2074743e+00	
   2.8800000e+04	   1.0883854e+03	   2.0859407e+02	   1.2100230e+00	
   2.9700000e+04	   1.1121234e+03	   2.0744983e+02	   1.2199665e+00	
   3.0600000e+04	   1.1372354e+03	   2.0023518e+02	   1.2319633e+00	
   3.1500000e+04	   1.1643446e+03	   1.9267127e+02	   1.2405859e+00	
   3.2400000e+04	   1.1907451e+03	   1.8626777e+02	   1.2483513e+00	
   3.3300000e+04	   1.2152294e+03	   1.7824909e+02	   1.2599006e+00	
   3.4200000e+04	   1.2395738e+03	   1.6981992e+02	   1.2739385e+00	
   3.5100000e+04	   1.2633315e+03	   1.6608279e+02	   1.2853520e+00	
   3.6000000e+04	   1.2845788e+03	   1.6610359e+02	   1.2912422e+00	
   3.6900000e+04	   1.3023118e+03	   1.6444932e+02	   1.2937670e+00	
   3.7800000e+04	   1.3171022e+03	   1.5877685e+02	   1.2973375e+00	
   3.8700000e+04	   1.3322012e+03	   1.4909525e+02	   1.3033158e+00	
   3.9600000e+04	   1.3520774e+03	   1.3721521e+02	   1.3101933e+00	
   4.0500000e+04	   1.3782336e+03	   1.2595576e+02	   1.3179515e+00	
   4.1400000e+04	   1.4068557e+03	   1.1723444e+02	   1.3290599e+00	
   4.2300000e+04	   1.4341074e+03	   1.1226251e+02	   1.3436412e+00	
   4.3200000e+04	   1.4610660e+03	   1.1056033e+02	   1.3581174e+00	
   4.4100000e+04	   1.4897858e+03	   1.1011238e+02	   1.3703426e+00	
   4.5000000e+04	   1.5203567e+03	   1.1037076e+02	   1.3802016e+00	
   4.5900000e+04	   1.5521911e+03	   1.1296439e+02	   1.3871523e+00	
   4.6800000e+04	   1.5828060e+03	   1.1881713e+02	   1.3904464e+00	
   4.7700000e+04	   1.6093878e+03	   1.2767210e+02	   1.3906391e+00	
   4.8600000e+04	   1.6329713e+03	   1.3850075e+02	   1.3899441e+00	
   4.9500000e+04	   1.6561656e+03	   1.5088043e+02	   1.3891883e+00	
   5.0400000e+04	   1.6791156e+03	   1.6400495e+02	   1.3878167e+00	
   5.1300000e+04	   1.7001627e+03	   1.7505080e+02	   1.3863676e+00	
   5.2200000e+04	   1.7192183e+03	   1.8236340e+02	   1.3859691e+00	
   5.3100000e+04	   1.7394162e+03	   1.8559311e+02	   1.3869016e+00	
   5.4000000e+04	   1.7657273e+03	   1.8634373e+02	   1.3874938e+00	
   5.4900000e+04	   1.8005907e+03	   1.8731371e+02	   1.3859924e+00	
   5.5800000e+04	   1.8411036e+03	   1.8825797e+02	   1.3834964e+00	
   5.6700000e+04	   1.8810419e+03	   1.8681122e+02	   1.3820821e+00	
   5.7600000e+04	   1.9153919e+03	   1.8405157e+02	   1.3822585e+00	
   5.8500000e+04	   1.9446655e+03	   1.8190542e+02	   1.3842431e+00	
   5.9400000e+04	   1.9735473e+03	   1.7835300e+02	   1.3879242e+00	
   6.0300000e+04	   2.0035646e+03	   1.7075358e+02	   1.3923187e+00	
   6.1200000e+04	   2.0318313e+03	   1.6129134e+02	   1.3969010e+00	
   6.2100000e+04	   2.0564907e+03	   1.5390444e+02	   1.4018432e+00	
   6.3000000e+04	   2.0770493e+03	   1.4990425e+02	   1.4076481e+00	
   6.3900000e+04	   2.0936308e+03	   1.4829986e+02	   1.4149790e+00	
   6.4800000e+04	   2.1095797e+03	   1.4805392e+02	   1.4241113e+00	
   6.5700000e+04	   2.1293432e+03	   1.4830686e+02	   1.4342792e+00	
   6.6600000e+04	   2.1549033e+03	   1.4979622e+02	   1.4421771e+00	
   6.7500000e+04	   2.1868382e+03	   1.5496249e+02	   1.4444101e+00	
   6.8400000e+04	   2.2244030e+03	   1.6432971e+02	   1.4427494e+00	
   6.9300000e+04	   2.2650558e+03	   1.7553262e+02	   1.4412098e+00	
   7.0200000e+04	   2.3069648e+03	   1.8600694e+02	   1.4403078e+00	
   7.1100000e+04	   2.3483734e+03	   1.9444996e+02	   1.4384006e+00	
   7.2000000e+04	   2.3861528e+03	   2.0234509e+02	   1.4356057e+00	
   7.2900000e+04	   2.4188057e+03	   2.1107779e+02	   1.4339824e+00	
   7.3800000e+04	   2.4441994e+03	   2.1856493e+02	   1.4338192e+00	
   7.4700000e+04	   2.4581638e+03	   2.2195580e+02	   1.4334949e+00	
   7.5600000e+04	   2.4618895e+03	   2.2340140e+02	   1.4332437e+00	
   7.6500000e+04	   2.4615230e+03	   2.2678766e+02	   1.4348529e+00	
   7.7400000e+04	   2.4618430e+03	   2.3270578e+02	   1.4393117e+00	
   7.8300000e+04	   2.4644892e+03	   2.4034481e+02	   1.4462050e+00	
   7.9200000e+04	   2.4698851e+03	   2.4908040e+02	   1.4542905e+00	
   8.0100000e+04	   2.4779613e+03	   2.5831800e+02	   1.4624686e+00	
   8.1000000e+04	   2.4882528e+03	   2.6744784e+02	   1.4699314e+00	
   8.1900000e+04	   2.5020247e+03	   2.7589239e+02	   1.4764601e+00	
   8.2800000e+04	   2.5214259e+03	   2.8287345e+02	   1.4820562e+00	
   8.3700000e+04	   2.5462464e+03	   2.8681978e+02	   1.4864346e+00	
   8.4600000e+04	   2.5744470e+03	   2.8833296e+02	   1.4898887e+00	
   8.5500000e+04	   2.6047998e+03	   2.8897788e+02	   1.4936580e+00	
   8.6400000e+04	   2.6374069e+03	   2.8887415e+02	   1.4995043e+00	
   8.7300000e+04	   2.6707012e+03	   2.8849453e+02	   1.5074394e+00	
   8.8200000e+04	   2.6994529e+03	   2.8947448e+02	   1.5157194e+00	
   8.9100000e+04	   2.7200182e+03	   2.9290110e+02	   1.5231702e+00	
   9.0000000e+04	   2.7347336e+03	   2.9803753e+02	   1.5296541e+00	
   9.0900000e+04	   2.7460638e+03	   3.0342855e+02	   1.5360275e+00	
