   0.0000000e+00	   7.0179642e+02	   3.0261244e+02	   9.4720468e-01	
   9.0000000e+02	   7.1845653e+02	   2.8517112e+02	   9.5777674e-01	
   1.8000000e+03	   7.3188768e+02	   2.7330182e+02	   9.6887351e-01	
   2.7000000e+03	   7.4301403e+02	   2.6846771e+02	   9.7932532e-01	
   3.6000000e+03	   7.5394538e+02	   2.6946307e+02	   9.8906465e-01	
   4.5000000e+03	   7.6644424e+02	   2.7269796e+02	   1.0004500e+00	
   5.4000000e+03	   7.7868411e+02	   2.7499355e+02	   1.0110452e+00	
   6.3000000e+03	   7.8827403e+02	   2.7520843e+02	   1.0133345e+00	
   7.2000000e+03	   7.9679072e+02	   2.7675356e+02	   1.0058925e+00	
   8.1000000e+03	   8.0715001e+02	   2.8443547e+02	   9.9590801e-01	
   9.0000000e+03	   8.1771888e+02	   2.9659215e+02	   9.9268265e-01	
   9.9000000e+03	   8.2602899e+02	   3.0766475e+02	   1.0003519e+00	
   1.0800000e+04	   8.3335311e+02	   3.1564092e+02	   1.0143756e+00	
   1.1700000e+04	   8.3955703e+02	   3.2170067e+02	   1.0257123e+00	
   1.2600000e+04	   8.4051364e+02	   3.2559977e+02	   1.0296951e+00	
   1.3500000e+04	   8.3631576e+02	   3.2540568e+02	   1.0284209e+00	
   1.4400000e+04	   8.3446426e+02	   3.2316780e+02	   1.0253996e+00	
   1.5300000e+04	   8.3943394e+02	   3.2330810e+02	   1.0216561e+00	
   1.6200000e+04	   8.5152348e+02	   3.2455657e+02	   1.0182932e+00	
   1.7100000e+04	   8.6978928e+02	   3.2335599e+02	   1.0208836e+00	
   1.8000000e+04	   8.8870772e+02	   3.2012352e+02	   1.0344121e+00	
   1.8900000e+04	   9.0193595e+02	   3.1547150e+02	   1.0583298e+00	
   1.9800000e+04	   9.0702240e+02	   3.0769158e+02	   1.0894295e+00	
   2.0700000e+04	   9.0711458e+02	   2.9464595e+02	   1.1216141e+00	
   2.1600000e+04	   9.1005308e+02	   2.7591165e+02	   1.1456767e+00	
   2.2500000e+04	   9.2352106e+02	   2.5570996e+02	   1.1567674e+00	
   2.3400000e+04	   9.5123363e+02	   2.3808443e+02	   1.1565124e+00	
   2.4300000e+04	   9.8949130e+02	   2.2168098e+02	   1.1548609e+00	
   2.5200000e+04	   1.0292675e+03	   2.0583911e+02	   1.1642590e+00	
   2.6100000e+04	   1.0641059e+03	   1.9746415e+02	   1.1819095e+00	
   2.7000000e+04	   1.0910994e+03	   1.9794668e+02	   1.1924504e+00	
   2.7900000e+04	   1.1130807e+03	   2.0300600e+02	   1.1924391e+00	
   2.8800000e+04	   1.1359084e+03	   2.0793555e+02	   1.1941004e+00	
   2.9700000e+04	   1.1601945e+03	   2.0705445e+02	   1.2044911e+00	
   3.0600000e+04	   1.1858612e+03	   2.0003062e+02	   1.2173630e+00	
   3.1500000e+04	   1.2134155e+03	   1.9103330e+02	   1.2260575e+00	
   3.2400000e+04	   1.2403365e+03	   1.8280264e+02	   1.2336914e+00	
   3.3300000e+04	   1.2656056e+03	   1.7424701e+02	   1.2458589e+00	
   3.4200000e+04	   1.2910212e+03	   1.6653792e+02	   1.2610851e+00	
   3.5100000e+04	   1.3160651e+03	   1.6442984e+02	   1.2737312e+00	
   3.6000000e+04	   1.3389194e+03	   1.6657659e+02	   1.2808628e+00	
   3.6900000e+04	   1.3585482e+03	   1.6677409e+02	   1.2846753e+00	
   3.7800000e+04	   1.3748689e+03	   1.6168537e+02	   1.2891117e+00	
   3.8700000e+04	   1.3908155e+03	   1.5085470e+02	   1.2952559e+00	
   3.9600000e+04	   1.4113989e+03	   1.3734223e+02	   1.3022394e+00	
   4.0500000e+04	   1.4385597e+03	   1.2560667e+02	   1.3106019e+00	
   4.1400000e+04	   1.4681381e+03	   1.1727943e+02	   1.3224828e+00	
   4.2300000e+04	   1.4957817e+03	   1.1285064e+02	   1.3376159e+00	
   4.3200000e+04	   1.5229067e+03	   1.1163870e+02	   1.3524230e+00	
   4.4100000e+04	   1.5522507e+03	   1.1134908e+02	   1.3648075e+00	
   4.5000000e+04	   1.5841413e+03	   1.1143030e+02	   1.3746948e+00	
